iter	Logloss
142	0.3014039921
143	0.3008115582
144	0.3000796213
145	0.2991249841
146	0.2984552863
147	0.2978803146
148	0.2971048228
149	0.2966336889
150	0.2955933296
151	0.2949048877
152	0.2940669889
153	0.2935506168
154	0.2926131938
155	0.2922405023
156	0.2917383897
157	0.2909303354
158	0.2902127633
159	0.2893607009
160	0.2885473528
161	0.2877638271
162	0.2872719804
163	0.2868792164
164	0.2862173596
165	0.2855548978
166	0.2847051007
167	0.2840659473
168	0.2831343788
169	0.2824520697
170	0.2817044509
171	0.2809471729
172	0.2805296532
173	0.279933726
174	0.2792455188
175	0.2787325979
176	0.2780686586
177	0.277359279
178	0.276923662
179	0.2763264803
180	0.2759740146
181	0.2755778203
182	0.2747566486
183	0.2742897678
184	0.2735803502
185	0.2729966877
186	0.2726060194
187	0.2722391528
188	0.2717567115
189	0.2710553606
190	0.2705416312
191	0.2700691623
192	0.2695339553
193	0.2689588854
194	0.2686247563
195	0.2685678324
196	0.2680741535
197	0.2675593346
198	0.2671890379
199	0.2666045351
200	0.2658917187
201	0.2652389919
202	0.2648820626
203	0.2647175712
204	0.2642267802
205	0.2640199947
206	0.2636571059
207	0.263379658
208	0.2630270235
209	0.2624219213
210	0.2618121153
211	0.261527815
212	0.2609527541
213	0.2605500199
214	0.2601130763
215	0.2597795069
216	0.2591957571
217	0.2588149672
218	0.2584284015
219	0.2580390543
220	0.2577071308
221	0.257321718
222	0.2568609311
223	0.2562491419
224	0.2557399442
225	0.2550806706
226	0.2548395821
227	0.2546415305
228	0.254524903
229	0.2542694649
230	0.2538647208
231	0.2535867826
232	0.2533411555
233	0.2528952221
234	0.252753301
235	0.2526844989
236	0.2523147921
237	0.2516737856
238	0.2513717624
239	0.2509315351
240	0.2508901161
241	0.2504321568
242	0.2501081168
243	0.2497106414
244	0.2491779746
245	0.2487276236
246	0.2484593117
247	0.2479167404
248	0.2473862356
249	0.2471030592
250	0.2467189484
251	0.2463881603
252	0.2460269638
253	0.2457872095
254	0.2454985276
255	0.245265272
256	0.2449730109
257	0.2447049977
258	0.2443573973
259	0.2438964605
260	0.2435540891
261	0.2428458488
262	0.2425746627
263	0.2422668387
264	0.2421644013
265	0.2418514389
266	0.2415084967
267	0.2410802598
268	0.2408368115
269	0.2404706524
270	0.2401946964
271	0.2398151637
272	0.2393550559
273	0.2387881757
274	0.2383332535
275	0.2381425814
276	0.2377202265
277	0.237400078
278	0.2371654076
279	0.2368517802
280	0.2365997566
281	0.2364408442
282	0.2361929901
283	0.2359067012
284	0.2356693042
285	0.2354522293
286	0.2352216539
287	0.2349058493
288	0.234677995
289	0.2343719545
290	0.2342116033
291	0.2339301672
292	0.2336403759
293	0.2336173303
294	0.2332660531
295	0.2327010372
296	0.2323885947
297	0.2321403112
298	0.2320262688
299	0.2314729578
300	0.2310684289
301	0.2308283945
302	0.2306059187
303	0.2301519407
304	0.2299474543
305	0.229693837
306	0.2293660739
307	0.229035633
308	0.2288127114
309	0.2285404151
310	0.2283124197
311	0.228196315
312	0.2279930174
313	0.2277546485
314	0.2273916185
315	0.2271713834
316	0.226794285
317	0.2263393076
318	0.2260036827
319	0.2257709275
320	0.2256015182
321	0.2251546967
322	0.2247428201
323	0.2245710225
324	0.2243655349
325	0.2239969508
326	0.2236537296
327	0.2234498872
328	0.2232886292
329	0.2230189418
330	0.2228364129
331	0.2226248227
332	0.2224525613
333	0.2222752679
334	0.2218799856
335	0.2217473551
336	0.221392274
337	0.2212000455
338	0.2207169462
339	0.2203683378
340	0.2199792313
341	0.2197095003
342	0.2193949406
343	0.2189058807
344	0.2186001114
345	0.218277682
346	0.217936957
347	0.2174917339
348	0.2168457934
349	0.2166063936
350	0.2162595794
351	0.215855922
352	0.2157122993
353	0.2155534109
354	0.2153762576
355	0.2150167087
356	0.2144330435
357	0.2142135794
358	0.2140938749
359	0.2138112119
360	0.2133941768
361	0.2132317409
362	0.2130451445
363	0.2129411651
364	0.2127186768
365	0.2123746308
366	0.2120969723
367	0.2118783027
368	0.2116828345
369	0.2113942039
370	0.2109547563
371	0.210694728
372	0.2104844352
373	0.2103179894
374	0.2101011282
375	0.2097286274
376	0.2093907733
377	0.2092848668
378	0.2090496479
379	0.2088209794
380	0.2086828453
381	0.2083838656
382	0.2081637829
383	0.2079456525
384	0.2075784168
385	0.2071745894
386	0.2070805038
387	0.2069396071
388	0.2067707797
389	0.2064310687
390	0.2061954217
391	0.2060392949
392	0.2058499805
393	0.2057750135
394	0.205475857
395	0.2051962226
396	0.2048849644
397	0.2047311773
398	0.204521322
399	0.2043149466
400	0.2039554612
401	0.2038219878
402	0.2036838125
403	0.2034794871
404	0.2033535028
405	0.2031697727
406	0.2029810593
407	0.2027755178
408	0.2025301622
409	0.2021401622
410	0.2020256016
411	0.2017392149
412	0.2015423632
413	0.2012229879
414	0.2007217699
415	0.2006093411
416	0.2005017516
417	0.200230098
418	0.1999392848
419	0.1996235397
420	0.1994742052
421	0.1993289332
422	0.1991955868
423	0.1990773522
424	0.1987544806
425	0.1985182911
426	0.1983955296
427	0.1980231744
428	0.1977480435
429	0.1975698978
430	0.197393982
431	0.1971848786
432	0.196969791
433	0.1968177508
434	0.196459334
435	0.1961841778
436	0.1961082952
437	0.1959233558
438	0.1956236942
439	0.1954975995
440	0.1952760548
441	0.1949907594
442	0.194862828
443	0.1945857431
444	0.1943002829
445	0.1940709246
446	0.1938940297
447	0.1937527823
448	0.193524562
449	0.1932142087
450	0.1930549375
451	0.1929388511
452	0.1925823152
453	0.1924032354
454	0.1921679835
455	0.1920213117
456	0.1916935572
457	0.1915716184
458	0.1912000868
459	0.1909580277
460	0.1904323856
461	0.1902217794
462	0.1899245985
463	0.1898849097
464	0.1897284986
465	0.1894707392
466	0.1891418945
467	0.1889718233
468	0.1888857863
469	0.1888199284
470	0.1885848858
471	0.1883774587
472	0.1880946651
473	0.187823645
474	0.1874493496
475	0.1873764482
476	0.1872027094
477	0.1871044208
478	0.1868835657
479	0.186695802
480	0.1864930652
481	0.1864041957
482	0.1862777411
483	0.1861112414
484	0.1858666958
485	0.1856238811
486	0.1854819005
487	0.1853409986
488	0.1849858493
489	0.1847788291
490	0.1845323886
491	0.1843029519
492	0.1841433413
493	0.1839720656
494	0.1838015887
495	0.183623691
496	0.1834452645
497	0.183293025
498	0.1829129958
499	0.1826811577
500	0.1824498785
501	0.1822780674
502	0.182149098
503	0.1818964666
504	0.1815746451
505	0.1812888144
506	0.1810664786
507	0.1807620316
508	0.180603799
509	0.1804439065
510	0.1802744691
511	0.1800767098
512	0.1799756088
513	0.1797313377
514	0.1795964707
515	0.1793292828
516	0.1791723095
517	0.1788894482
518	0.1786995356
519	0.1784874503
520	0.1783177292
521	0.1781968529
522	0.1778974684
523	0.1774637584
524	0.1772099765
525	0.176902788
526	0.1766998213
527	0.1763191086
528	0.1761012898
529	0.1758406972
530	0.1756756847
531	0.1754996033
532	0.1752552693
533	0.1750793526
534	0.1748646919
535	0.1747697679
536	0.174612082
537	0.1743223401
538	0.1742767628
539	0.174056205
540	0.1738822719
541	0.1736423307
542	0.1735089152
543	0.1733614212
544	0.1732652117
545	0.1731340031
546	0.1729255474
547	0.1726971029
548	0.1724899128
549	0.1724272991
550	0.1723142463
551	0.1722276876
552	0.1720497282
553	0.1719552735
554	0.1718414789
555	0.1716321829
556	0.1713423582
557	0.1712760073
558	0.1711694467
559	0.1710081066
560	0.1708665787
561	0.1707102666
562	0.1704496407
563	0.1702974038
564	0.1699730877
565	0.1697933916
566	0.1695959312
567	0.1695280762
568	0.169357674
569	0.1691818284
570	0.1690021727
571	0.1688644933
572	0.1686248571
573	0.1685024851
574	0.1680599126
575	0.1678195122
576	0.1676807965
577	0.1675708566
578	0.1673864805
579	0.1671413552
580	0.1669952072
581	0.166834572
582	0.1666830826
583	0.1665915091
584	0.1663744386
585	0.1662356881
586	0.1661421051
587	0.1658763192
588	0.1657610563
589	0.1656629686
590	0.1654385423
591	0.165210233
592	0.1649872283
593	0.164826878
594	0.1647101293
595	0.1645735925
596	0.164398284
597	0.1642971717
598	0.1641693973
599	0.1640588903
600	0.1638474122
601	0.1635594673
602	0.16320036
603	0.163117399
604	0.1627465592
605	0.162508133
606	0.1623793832
607	0.1623086896
608	0.1622074292
609	0.1620929458
610	0.161891045
611	0.1615837202
612	0.1614444791
613	0.161390934
614	0.1613158583
615	0.1611948126
616	0.1611055632
617	0.1609865883
618	0.1608260122
619	0.160743038
620	0.1606360751
621	0.1603797049
622	0.1602624116
623	0.1601481
624	0.1599755453
625	0.1598508058
626	0.1596437079
627	0.1595047475
628	0.1594245904
629	0.1592537057
630	0.1591676574
631	0.15907059
632	0.1588868
633	0.1584799448
634	0.1583793657
635	0.1582050724
636	0.1580404275
637	0.1579759282
638	0.1577163033
639	0.1576480571
640	0.1574967214
641	0.1573291182
642	0.1570979918
643	0.1569540561
644	0.1567533254
645	0.1564818186
646	0.1563134066
647	0.1562000427
648	0.1559691022
649	0.1558312579
650	0.1556107526
651	0.1554168502
652	0.1552275658
653	0.1550387544
654	0.1549518385
655	0.1547979478
656	0.1547666011
657	0.1545779951
658	0.1544190624
659	0.1543147874
660	0.154187061
661	0.1538553123
662	0.1537592517
663	0.1535555611
664	0.1534356091
665	0.1533271413
666	0.1531029622
667	0.1529760913
668	0.1528815316
669	0.1527373338
670	0.1526068961
671	0.1525188763
672	0.1523220079
673	0.1521753823
674	0.1521483832
675	0.1519183057
676	0.1517608036
677	0.1516437149
678	0.1513534308
679	0.1511954998
680	0.151014815
681	0.1508822985
682	0.1507164567
683	0.1504801175
684	0.1501852304
685	0.1500100406
686	0.1498888192
687	0.1497882366
688	0.1496605926
689	0.149463842
690	0.1493672877
691	0.1491866141
692	0.1490559717
693	0.1488163272
694	0.1486257524
695	0.1484613698
696	0.1482787332
697	0.1481203677
698	0.1479874464
699	0.1479535035
700	0.1478611853
701	0.1477355497
702	0.1476672647
703	0.1476472397
704	0.1475006012
705	0.1473444141
706	0.1471891184
707	0.1470066992
708	0.1468200256
709	0.1467586042
710	0.1465763458
711	0.1463869795
712	0.1463219243
713	0.1462777239
714	0.1462004985
715	0.1460476043
716	0.1459113229
717	0.1457519185
718	0.1455855666
719	0.145476532
720	0.1453100065
721	0.1451583749
722	0.1448452158
723	0.1447696585
724	0.1447103519
725	0.1445187929
726	0.1443737129
727	0.1441623329
728	0.144031947
729	0.1438588712
730	0.1437346433
731	0.1434599601
732	0.1433286205
733	0.1431148791
734	0.1428660061
735	0.1427096197
736	0.1426081858
737	0.1425378485
738	0.1424385424
739	0.1423520635
740	0.1422416799
741	0.1421490611
742	0.1419987487
743	0.1418938665
744	0.141772664
745	0.1416569325
746	0.1415315617
747	0.1414382872
748	0.1413590769
749	0.1412680259
750	0.141075544
751	0.1410058985
752	0.1409084646
753	0.1407874149
754	0.1407419405
755	0.1406137509
756	0.1404673306
757	0.1403485382
758	0.1401445639
759	0.1400267355
760	0.1399460222
761	0.1399123768
762	0.1397357092
763	0.139584518
764	0.139382904
765	0.1392502852
766	0.1390568468
767	0.13890825
768	0.1387218675
769	0.1386254532
770	0.1385047928
771	0.1383552493
772	0.1382974225
773	0.1380834027
774	0.1378400819
775	0.1376702307
776	0.1376533296
777	0.1375456537
778	0.137501095
779	0.137325831
780	0.1370983996
781	0.136942572
782	0.1368698975
783	0.1367462736
784	0.1367251033
785	0.1366311366
786	0.1365504852
787	0.1364765759
788	0.1364287536
789	0.136223619
790	0.1361691484
791	0.1359388356
792	0.1358184098
793	0.1357229473
794	0.1355903053
795	0.1354782408
796	0.1353143039
797	0.1352038208
798	0.1350352628
799	0.1349521783
800	0.1347983544
801	0.1346870805
802	0.1345543505
803	0.1344794695
804	0.1343799741
805	0.1343224936
806	0.1342654833
807	0.1340816832
808	0.1339012729
809	0.1337886514
810	0.1336552321
811	0.1335213574
812	0.1334018087
813	0.1332595378
814	0.1331256619
815	0.1330368792
816	0.1330065792
817	0.1328384459
818	0.1327090908
819	0.1325409785
820	0.1323966113
821	0.1322223094
822	0.1321428697
823	0.1320828404
824	0.1319997288
825	0.1318572192
826	0.1318005645
827	0.1316375797
828	0.1315224199
829	0.1314328788
830	0.1313115397
831	0.1311342286
832	0.13108138
833	0.1310283575
834	0.1309128478
835	0.1307968382
836	0.1306290412
837	0.1304782457
838	0.1303732165
839	0.1303500029
840	0.1302743732
841	0.1300927702
842	0.129990296
843	0.1298295749
844	0.1296052116
845	0.1294376456
846	0.1292945385
847	0.1292031724
848	0.1289867067
849	0.1288823919
850	0.1286787525
851	0.1285892675
852	0.1285083717
853	0.1284056607
854	0.1282550553
855	0.1281791066
856	0.1280249191
857	0.1279232034
858	0.1278238223
859	0.1276977338
860	0.1275758829
861	0.1274300751
862	0.1273367482
863	0.1270927334
864	0.1270333851
865	0.1268832004
866	0.1268076666
867	0.1266598559
868	0.1266065247
869	0.1265048088
870	0.126434952
871	0.1263643283
872	0.1262071355
873	0.1261185353
874	0.1260573261
875	0.1259334408
876	0.1258079881
877	0.1257517681
878	0.1256570156
879	0.1255769889
880	0.1255091433
881	0.125365267
882	0.1252754273
883	0.1251566742
884	0.1250787421
885	0.1249725911
886	0.1249377753
887	0.1247668057
888	0.1246846112
889	0.1246586389
890	0.1246004604
891	0.1244807927
892	0.1244049476
893	0.1243826555
894	0.1243220442
895	0.1242309083
896	0.1241708132
897	0.124104674
898	0.1240292361
899	0.1239276788
900	0.1238407736
901	0.1237508724
902	0.1237091707
903	0.1236302062
904	0.1234279508
905	0.1233223424
906	0.1232354066
907	0.1231469073
908	0.1229047917
909	0.1227377997
910	0.1226835012
911	0.1226087655
912	0.1224985717
913	0.1224164229
914	0.1224021588
915	0.1223232153
916	0.1222556422
917	0.1220725238
918	0.1219038261
919	0.1217332977
920	0.121534658
921	0.1214487393
922	0.1213794953
923	0.1212769804
924	0.1211900352
925	0.121093187
926	0.1210675109
927	0.1210114195
928	0.1209139291
929	0.1208166287
930	0.1205816497
931	0.1204872433
932	0.1203752471
933	0.1202876402
934	0.1201508581
935	0.1201133932
936	0.1199810504
937	0.1198673308
938	0.1197475533
939	0.1196525676
940	0.1195455642
941	0.1194257434
942	0.1193394483
943	0.1191747518
944	0.1191101999
945	0.1189388813
946	0.1188982274
947	0.1187705168
948	0.118630526
949	0.1185778085
950	0.1185002609
951	0.1184534375
952	0.1183754189
953	0.1182979355
954	0.1182147992
955	0.1181466239
956	0.1180722786
957	0.1180177576
958	0.1179595108
959	0.1179185834
960	0.117816847
961	0.1177051775
962	0.1176081096
963	0.117539483
964	0.1174132784
965	0.1172840664
966	0.1172174069
967	0.1170773974
968	0.1169860525
969	0.1169036133
970	0.1168727482
971	0.1167937278
972	0.1166752572
973	0.1166158912
974	0.116520983
975	0.1163248826
976	0.1161826915
977	0.1160937644
978	0.1159763271
979	0.1158346567
980	0.1157435139
981	0.1156915327
982	0.1156149568
983	0.1155679079
984	0.1155378882
985	0.1154621817
986	0.1154245787
987	0.1153595865
988	0.1152861067
989	0.1151954997
990	0.115017956
991	0.114936444
992	0.1148740636
993	0.1147329677
994	0.1146375303
995	0.1145431299
996	0.1144670931
997	0.1143570463
998	0.1143218144
999	0.1142482898
